phen	h2.obs	h2.latent	ascertained	p	locus	chr	start	stop	fdr_within_pheno
psoriasis	0.0011411	0.00399168	FALSE	6.09151e-07	2369	20	60795	884241	6.71309265306123e-06
psa	0.00293605	0.00610333	FALSE	0.000346137	2369	20	60795	884241	0.00274931674285714
crohn	0.00248207	0.0042982	FALSE	1.02473e-05	2369	20	60795	884241	6.4485825915493e-05
uc	0.000543372	0.000981011	FALSE	0.116856	2369	20	60795	884241	0.155430512416717
cad	0.000253218	0.000491574	FALSE	8.21898e-09	2369	20	60795	884241	1.0680004125e-07
psoriasis	0.00175589	0.00614226	FALSE	1.01119e-13	2370	20	884242	1771285	4.04476e-12
psa	0.00375278	0.00780112	FALSE	4.54638e-06	2370	20	884242	1771285	0.000130325241666667
crohn	0.00240526	0.00416519	FALSE	6.7231e-06	2370	20	884242	1771285	4.52391728915663e-05
uc	0.00232197	0.00419211	FALSE	1.08692e-06	2370	20	884242	1771285	1.35617972727273e-05
cad	0.000114509	0.000222298	FALSE	0.00158659	2370	20	884242	1771285	0.00383971569312169
psoriasis	0.000380604	0.00133139	FALSE	0.0272696	2371	20	1771286	2668108	0.0485592217642209
psa	0.00092759	0.00192823	FALSE	0.106042	2371	20	1771286	2668108	0.170877793217535
crohn	0.0022362	0.00387243	FALSE	1.994e-05	2371	20	1771286	2668108	0.000113637653061224
uc	0.00184616	0.00333307	FALSE	4.83217e-05	2371	20	1771286	2668108	0.000305393555172414
cad	0.000133576	0.000259313	FALSE	0.00032481	2371	20	1771286	2668108	0.00102744186721992
psoriasis	0.000495549	0.00173348	FALSE	0.00350305	2372	20	2668109	3736551	0.00902934128878282
psa	0.00365194	0.00759149	FALSE	1.06335e-06	2372	20	2668109	3736551	5.04702219512195e-05
crohn	0.00127777	0.00221271	FALSE	0.00312833	2372	20	2668109	3736551	0.0079962119221968
uc	0.000271518	0.000490202	FALSE	0.228922	2372	20	2668109	3736551	0.264750407582938
cad	0.000172357	0.000334599	FALSE	1.68332e-06	2372	20	2668109	3736551	1.1223769212828e-05
psoriasis	0.000659548	0.00230716	FALSE	0.000447274	2373	20	3736552	4591847	0.00164865501706485
psa	0.00190263	0.0039551	FALSE	0.00570936	2373	20	3736552	4591847	0.0212843190804598
crohn	0.00172799	0.00299237	FALSE	0.000343137	2373	20	3736552	4591847	0.00124562907792208
uc	0.00203312	0.00367062	FALSE	5.41726e-06	2373	20	3736552	4591847	4.875534e-05
cad	8.4089e-05	0.000163243	FALSE	0.00974291	2373	20	3736552	4591847	0.017246157252322
psoriasis	0.000650261	0.00227468	FALSE	0.00056607	2374	20	4591848	5379450	0.00200097176470588
psa	0.00121098	0.00251733	FALSE	0.0461318	2374	20	4591848	5379450	0.094696711814346
crohn	0.00139248	0.00241136	FALSE	0.00241334	2374	20	4591848	5379450	0.00641833519047619
uc	0.00097014	0.0017515	FALSE	0.0110226	2374	20	4591848	5379450	0.0234803732298739
cad	7.10719e-05	0.000137973	FALSE	0.021779	2374	20	4591848	5379450	0.0345173756063756
psoriasis	0.000598393	0.00209324	FALSE	0.00110354	2375	20	5379451	6128358	0.00342970705035971
psa	0.00122374	0.00254386	FALSE	0.0432871	2375	20	5379451	6128358	0.0901891826552463
crohn	0.00295981	0.0051255	FALSE	2.01931e-08	2375	20	5379451	6128358	2.98750896688742e-07
uc	0.00246591	0.00445198	FALSE	7.18826e-08	2375	20	5379451	6128358	1.32035049e-06
cad	0.000103104	0.000200157	FALSE	0.00216929	2375	20	5379451	6128358	0.00490233817193676
psoriasis	0.000315498	0.00110364	FALSE	0.0447938	2376	20	6128359	7231796	0.073077498489426
crohn	0.00171871	0.0029763	FALSE	0.000343468	2376	20	6128359	7231796	0.00124562907792208
uc	0.00143631	0.00259312	FALSE	0.000566449	2376	20	6128359	7231796	0.00213365695368782
cad	0.000117345	0.000227804	FALSE	0.00075787	2376	20	6128359	7231796	0.00208887140361446
psoriasis	0.000175407	0.000613592	FALSE	0.0794707	2377	20	7231797	7959828	0.114361566955363
psa	0.000825887	0.00171682	FALSE	0.0470308	2377	20	7231797	7959828	0.0959349442348008
crohn	0.000337895	0.000585132	FALSE	0.136214	2377	20	7231797	7959828	0.170227551454139
cad	7.96052e-05	0.000154539	FALSE	0.00105873	2377	20	7231797	7959828	0.0027799259586682
psoriasis	0.000329871	0.00115392	FALSE	0.0487035	2378	20	7959829	9279550	0.0779833654558932
psa	0.00129705	0.00269626	FALSE	0.0478163	2378	20	7959829	9279550	0.097028696350365
crohn	0.000424861	0.000735732	FALSE	0.191662	2378	20	7959829	9279550	0.224291727606076
uc	0.00155753	0.00281199	FALSE	0.000515529	2378	20	7959829	9279550	0.00198963389103691
cad	9.10957e-05	0.000176845	FALSE	0.00915014	2378	20	7959829	9279550	0.0163615091321345
psoriasis	0.000942864	0.00329823	FALSE	5.14768e-06	2379	20	9279551	10279603	3.94290382978723e-05
psa	0.00202573	0.00421099	FALSE	0.00471343	2379	20	9279551	10279603	0.018724134
crohn	0.00224303	0.00388426	FALSE	1.63679e-05	2379	20	9279551	10279603	9.59734608923884e-05
uc	0.00149588	0.00270069	FALSE	0.000554541	2379	20	9279551	10279603	0.00210323322279793
cad	0.00018489	0.000358929	FALSE	2.35632e-06	2379	20	9279551	10279603	1.48006494520548e-05
psoriasis	0.000719058	0.00251534	FALSE	0.000175447	2380	20	10279604	11257012	0.00077025512195122
psa	0.0017118	0.00355841	FALSE	0.0108033	2380	20	10279604	11257012	0.0335298593301435
crohn	0.0013366	0.00231459	FALSE	0.00350867	2380	20	10279604	11257012	0.00879727135802469
uc	0.000555076	0.00100214	FALSE	0.0874469	2380	20	10279604	11257012	0.122236405092298
cad	0.000257487	0.000499863	FALSE	2.44407e-10	2380	20	10279604	11257012	4.6971328487395e-09
psoriasis	0.000411566	0.0014397	FALSE	0.00706386	2381	20	11257013	12353961	0.0161081088607595
psa	0.0027152	0.00564425	FALSE	5.12208e-05	2381	20	11257013	12353961	0.000611507219631902
crohn	0.000701039	0.00121399	FALSE	0.0454124	2381	20	11257013	12353961	0.0708458810055866
uc	0.000969971	0.0017512	FALSE	0.00524287	2381	20	11257013	12353961	0.0130833437727273
cad	2.31556e-05	4.49522e-05	FALSE	0.209358	2381	20	11257013	12353961	0.23254091597863
psoriasis	7.25375e-05	0.000253743	FALSE	0.315082	2382	20	12353962	13202335	0.344073367037411
psa	0.00178576	0.00371216	FALSE	0.00458471	2382	20	12353962	13202335	0.0184845071900826
crohn	0.00112288	0.0019445	FALSE	0.00599597	2382	20	12353962	13202335	0.0136266500305188
uc	0.000428204	0.000773084	FALSE	0.120389	2382	20	12353962	13202335	0.159261592771084
psa	0.000733378	0.00152451	FALSE	0.0910156	2383	20	13202336	14203755	0.151770657754927
crohn	0.00132506	0.00229461	FALSE	0.000476103	2383	20	13202336	14203755	0.00163632938769231
uc	0.000144951	0.000261696	FALSE	0.305689	2383	20	13202336	14203755	0.335646522
cad	3.01709e-05	5.85712e-05	FALSE	0.123962	2383	20	13202336	14203755	0.150079986236104
psoriasis	0.000254329	0.000889668	FALSE	0.0504096	2384	20	14203756	15238519	0.0800623058823529
psa	0.000391812	0.000814481	FALSE	0.24298	2384	20	14203756	15238519	0.300788218829517
crohn	0.002671	0.00462537	FALSE	9.01111e-09	2384	20	14203756	15238519	1.49117183259259e-07
uc	0.00149524	0.00269953	FALSE	5.57047e-05	2384	20	14203756	15238519	0.000346536887252125
cad	5.34323e-05	0.000103729	FALSE	0.0352786	2384	20	14203756	15238519	0.0521876831824062
psoriasis	5.1152e-05	0.000178935	FALSE	0.379771	2385	20	15238520	15962576	0.398593469387755
psa	0.0028227	0.00586771	FALSE	0.000218329	2385	20	15238520	15962576	0.00194893685321101
crohn	0.00110234	0.00190893	FALSE	0.013828	2385	20	15238520	15962576	0.0265393058419244
uc	0.00060285	0.00108839	FALSE	0.0772569	2385	20	15238520	15962576	0.11045322421875
cad	2.15047e-05	4.17474e-05	FALSE	0.260923	2385	20	15238520	15962576	0.280550494123178
psoriasis	0.000268863	0.000940508	FALSE	0.0567686	2386	20	15962577	16661516	0.088279464362851
psa	0.00105719	0.00219764	FALSE	0.0563214	2386	20	15962577	16661516	0.108194910562685
crohn	0.00119895	0.00207622	FALSE	0.004416	2386	20	15962577	16661516	0.0105062236421725
uc	0.00171243	0.00309164	FALSE	2.73936e-05	2386	20	15962577	16661516	0.000188577885893417
psoriasis	0.000367534	0.00128567	FALSE	0.0120553	2387	20	16661517	17359290	0.0247053586337761
psa	0.000968003	0.00201224	FALSE	0.0576698	2387	20	16661517	17359290	0.109809619178082
crohn	0.000575278	0.00099621	FALSE	0.074784	2387	20	16661517	17359290	0.104678857142857
uc	0.000701923	0.00126726	FALSE	0.0255522	2387	20	16661517	17359290	0.0456943250814332
cad	3.92826e-05	7.62597e-05	FALSE	0.0893162	2387	20	16661517	17359290	0.1139242327942
psoriasis	0.000649517	0.00227207	FALSE	0.000221759	2388	20	17359291	18058524	0.000933722105263158
psa	9.77224e-05	0.000203141	FALSE	0.424362	2388	20	17359291	18058524	0.443884270386266
crohn	0.000379187	0.000656638	FALSE	0.180895	2388	20	17359291	18058524	0.214728708820404
uc	0.000426425	0.000769872	FALSE	0.125157	2388	20	17359291	18058524	0.164972852340936
cad	5.55723e-05	0.000107883	FALSE	0.0423983	2388	20	17359291	18058524	0.0610610277707809
psoriasis	7.05729e-06	2.46871e-05	FALSE	0.459764	2389	20	18058525	18959419	0.463828235294118
psa	0.000714027	0.00148429	FALSE	0.0913459	2389	20	18058525	18959419	0.152127093413174
crohn	0.000263087	0.000455588	FALSE	0.214818	2389	20	18058525	18959419	0.245098780388151
uc	0.000620774	0.00112075	FALSE	0.0260902	2389	20	18058525	18959419	0.0465049344155844
cad	4.81651e-05	9.35036e-05	FALSE	0.0353885	2389	20	18058525	18959419	0.0522826224160207
psoriasis	0.00030824	0.00107825	FALSE	0.0532463	2390	20	18959420	19957928	0.0839929401459854
psa	0.00265494	0.00551897	FALSE	0.000446429	2390	20	18959420	19957928	0.00335425032432432
crohn	0.00179576	0.00310972	FALSE	0.000314338	2390	20	18959420	19957928	0.00116071254876033
uc	0.00129265	0.00233377	FALSE	0.00207784	2390	20	18959420	19957928	0.00627639152682256
cad	0.000163224	0.000316868	FALSE	1.9374e-05	2390	20	18959420	19957928	8.7913369047619e-05
psoriasis	0.000868314	0.00303745	FALSE	8.93495e-06	2391	20	19957929	21682377	6.46789244147157e-05
crohn	0.000331289	0.000573693	FALSE	0.225341	2391	20	19957929	21682377	0.254248380808081
uc	0.0007897	0.00142573	FALSE	0.0280103	2391	20	19957929	21682377	0.0490515301435407
cad	0.000127391	0.000247306	FALSE	0.000285584	2391	20	19957929	21682377	0.000919902264788732
psa	0.000155714	0.000323691	FALSE	0.359136	2392	20	21682378	22780956	0.397541897610922
crohn	0.000549298	0.000951219	FALSE	0.0527141	2392	20	21682378	22780956	0.0800022414402174
uc	0.000450209	0.000812814	FALSE	0.0636164	2392	20	21682378	22780956	0.0946037691474966
cad	2.80896e-05	5.45307e-05	FALSE	0.121998	2392	20	21682378	22780956	0.148330370015949
psoriasis	0.000669014	0.00234028	FALSE	7.88887e-05	2393	20	22780957	23808562	0.000392625788018433
psa	0.000383205	0.000796589	FALSE	0.254046	2393	20	22780957	23808562	0.310536128140704
crohn	0.000307542	0.000532571	FALSE	0.212497	2393	20	22780957	23808562	0.243320501281394
cad	8.05159e-05	0.000156306	FALSE	0.00543992	2393	20	22780957	23808562	0.0105612029202037
psoriasis	0.000115165	0.000402858	FALSE	0.180019	2394	20	23808563	24487128	0.221309641434263
psa	0.000859826	0.00178737	FALSE	0.0498116	2394	20	23808563	24487128	0.0992153261003071
crohn	0.000575536	0.000996657	FALSE	0.0464765	2394	20	23808563	24487128	0.0721532321056289
uc	0.000189275	0.000341719	FALSE	0.24418	2394	20	23808563	24487128	0.27855547012987
cad	2.7206e-05	5.28155e-05	FALSE	0.130114	2394	20	23808563	24487128	0.156451481598318
psoriasis	0.000312032	0.00109152	FALSE	0.00962731	2395	20	24487129	25181038	0.0206095040634291
crohn	0.000526042	0.000910947	FALSE	0.0520989	2395	20	24487129	25181038	0.0792840208446867
cad	4.74287e-05	9.2074e-05	FALSE	0.0257912	2395	20	24487129	25181038	0.0398274641458474
psoriasis	4.59431e-05	0.000160713	FALSE	0.263703	2396	20	25181039	26318858	0.29978867368421
psa	7.77537e-05	0.000161631	FALSE	0.371102	2396	20	25181039	26318858	0.40731217822899
crohn	0.000359714	0.000622917	FALSE	0.0491155	2396	20	25181039	26318858	0.075567511707989
cad	9.47271e-06	1.83895e-05	FALSE	0.24553	2396	20	25181039	26318858	0.266632056030389
psoriasis	0.000300014	0.00104948	FALSE	0.00311833	2397	20	26318859	30569659	0.00819588613138686
psa	0.000733949	0.0015257	FALSE	0.0317118	2397	20	26318859	30569659	0.0714249569444444
crohn	0.000177846	0.000307976	FALSE	0.217737	2397	20	26318859	30569659	0.247418340793489
uc	0.000552807	0.000998044	FALSE	0.00953605	2397	20	26318859	30569659	0.0206520372781065
cad	3.7734e-05	7.32535e-05	FALSE	0.0248356	2397	20	26318859	30569659	0.0386914286103542
psoriasis	0.000301336	0.0010541	FALSE	0.0429648	2398	20	30569660	32484506	0.0705733596958175
crohn	0.00125039	0.0021653	FALSE	0.0037487	2398	20	30569660	32484506	0.00921420550055005
uc	0.00194427	0.00351022	FALSE	4.6249e-06	2398	20	30569660	32484506	4.25581124686192e-05
cad	0.000130509	0.000253359	FALSE	0.000134174	2398	20	30569660	32484506	0.000481720467817896
psoriasis	0.00022285	0.00077955	FALSE	0.0251547	2399	20	32484507	33890060	0.04527846
crohn	0.000147121	0.000254769	FALSE	0.276308	2399	20	32484507	33890060	0.302436096031357
uc	0.000563424	0.00101721	FALSE	0.0146458	2399	20	32484507	33890060	0.0293603398359161
cad	8.27577e-05	0.000160659	FALSE	0.00023554	2399	20	32484507	33890060	0.000784104774381368
psoriasis	0.000369242	0.00129164	FALSE	0.00840428	2400	20	33890061	35990261	0.0184671869786368
psa	0.00073396	0.00152572	FALSE	0.0975437	2400	20	33890061	35990261	0.160320979898649
crohn	0.000379041	0.000656385	FALSE	0.148501	2400	20	33890061	35990261	0.182783049035813
uc	8.70814e-05	0.000157218	FALSE	0.376074	2400	20	33890061	35990261	0.394958634146342
cad	8.8002e-05	0.000170839	FALSE	0.00163122	2400	20	33890061	35990261	0.00389009399374348
psoriasis	0.00035417	0.00123892	FALSE	0.0214304	2401	20	35990262	37253657	0.0394963003412969
psa	0.000768705	0.00159795	FALSE	0.119452	2401	20	35990262	37253657	0.1846059
crohn	0.00135098	0.0023395	FALSE	0.00183008	2401	20	35990262	37253657	0.00505364489493201
uc	0.00216561	0.00390982	FALSE	4.29913e-07	2401	20	35990262	37253657	6.37897937837838e-06
cad	8.39897e-05	0.00016305	FALSE	0.00628602	2401	20	35990262	37253657	0.0118642276320132
psoriasis	0.000278953	0.000975803	FALSE	0.0285841	2402	20	37253658	38427594	0.0504425294117647
psa	0.000435602	0.000905511	FALSE	0.20556	2402	20	37253658	38427594	0.266857745163442
crohn	0.000341796	0.000591888	FALSE	0.166062	2402	20	37253658	38427594	0.199748216361679
uc	0.000707751	0.00127778	FALSE	0.0170111	2402	20	37253658	38427594	0.0329055189473684
psoriasis	0.000742139	0.00259607	FALSE	0.000162649	2403	20	38427595	40272390	0.000722884444444444
psa	0.000630829	0.00131134	FALSE	0.188466	2403	20	38427595	40272390	0.252238539202201
crohn	0.00498921	0.00863982	FALSE	1.4941e-16	2403	20	38427595	40272390	1.11260646666667e-14
uc	0.00243584	0.00439769	FALSE	2.51626e-07	2403	20	38427595	40272390	4.00413547826087e-06
cad	0.000190067	0.000368979	FALSE	1.257e-06	2403	20	38427595	40272390	8.76450914634146e-06
psoriasis	0.000582683	0.00203828	FALSE	0.00234276	2404	20	40272391	41351514	0.00647933623559539
psa	0.000781446	0.00162444	FALSE	0.146879	2404	20	40272391	41351514	0.213144320656227
crohn	0.00233863	0.00404981	FALSE	1.16892e-05	2404	20	40272391	41351514	7.2137217679558e-05
uc	0.00207045	0.00373801	FALSE	9.81514e-06	2404	20	40272391	41351514	7.86644067153285e-05
cad	0.000227312	0.000441283	FALSE	3.90593e-08	2404	20	40272391	41351514	4.17423453738318e-07
psoriasis	0.000652719	0.00228327	FALSE	0.000196394	2405	20	41351515	42185671	0.000841352079207921
psa	0.000959507	0.00199458	FALSE	0.0715399	2405	20	41351515	42185671	0.127721693027523
crohn	0.00169066	0.00292772	FALSE	0.00016956	2405	20	41351515	42185671	0.000691235474452555
uc	0.00064867	0.00117112	FALSE	0.044169	2405	20	41351515	42185671	0.0700831820809249
cad	8.17876e-05	0.000158775	FALSE	0.00684707	2405	20	41351515	42185671	0.0128023980473856
psoriasis	0.000282708	0.000988941	FALSE	0.0478144	2406	20	42185672	43008890	0.0768445714285714
psa	0.00220833	0.00459057	FALSE	0.000869552	2406	20	42185672	43008890	0.00538900698089172
crohn	0.00107143	0.0018554	FALSE	0.00833478	2406	20	42185672	43008890	0.0177420875809524
uc	0.00046362	0.000837026	FALSE	0.104876	2406	20	42185672	43008890	0.142605384520124
cad	9.87744e-05	0.000191752	FALSE	0.00170703	2406	20	42185672	43008890	0.00402057426364573
psoriasis	0.000352775	0.00123404	FALSE	0.0164184	2407	20	43008891	44072210	0.0317755917636526
psa	0.000522014	0.00108514	FALSE	0.190612	2407	20	43008891	44072210	0.253888399726215
crohn	0.00144549	0.00250316	FALSE	0.00057217	2407	20	43008891	44072210	0.00190780265671642
uc	0.00457786	0.00826492	FALSE	3.88553e-21	2407	20	43008891	44072210	8.8924824e-19
cad	9.47678e-06	1.83974e-05	FALSE	0.358378	2407	20	43008891	44072210	0.368695675213675
psoriasis	0.000901907	0.00315496	FALSE	2.49372e-05	2408	20	44072211	45673603	0.000152590232294618
psa	0.00097511	0.00202702	FALSE	0.106085	2408	20	44072211	45673603	0.170877793217535
crohn	0.00375837	0.00650837	FALSE	2.92935e-10	2408	20	44072211	45673603	8.1642495308642e-09
uc	0.00183258	0.00330856	FALSE	9.91202e-05	2408	20	44072211	45673603	0.000545533732330827
cad	0.00018882	0.00036656	FALSE	4.29924e-06	2408	20	44072211	45673603	2.45196056857855e-05
psoriasis	0.000141428	0.000494728	FALSE	0.178702	2409	20	45673604	46486132	0.220066316989738
crohn	0.0012385	0.0021447	FALSE	0.00227545	2409	20	45673604	46486132	0.00610460589928058
uc	0.00112521	0.00203147	FALSE	0.00169131	2409	20	45673604	46486132	0.00534405289208633
cad	6.68645e-05	0.000129805	FALSE	0.0158767	2409	20	45673604	46486132	0.0261977005050505
psoriasis	0.00029012	0.00101487	FALSE	0.0452617	2410	20	46486133	47203836	0.0736184277108434
psa	0.000806506	0.00167653	FALSE	0.108374	2410	20	46486133	47203836	0.172142493887531
crohn	0.00064602	0.00111871	FALSE	0.0682761	2410	20	46486133	47203836	0.097524812915601
uc	0.00126565	0.00228502	FALSE	0.000987863	2410	20	46486133	47203836	0.00340023063949843
cad	5.35532e-05	0.000103964	FALSE	0.0483811	2410	20	46486133	47203836	0.0681375317118227
psoriasis	0.000393071	0.001375	FALSE	0.00527017	2411	20	47203837	48212975	0.012690710367893
crohn	0.0011488	0.00198938	FALSE	0.00202538	2411	20	47203837	48212975	0.00551792551219512
uc	0.00110656	0.00199781	FALSE	0.000894729	2411	20	47203837	48212975	0.00315979686173633
cad	0.000137871	0.000267651	FALSE	6.18778e-06	2411	20	47203837	48212975	3.32193729107981e-05
psoriasis	0.00314553	0.0110034	FALSE	4.28732e-38	2412	20	48212976	49236418	5.787882e-36
psa	0.00223749	0.0046512	FALSE	0.00049799	2412	20	48212976	49236418	0.00361600201492537
crohn	0.00261995	0.00453696	FALSE	3.17976e-08	2412	20	48212976	49236418	4.4121638757764e-07
uc	0.00188018	0.0033945	FALSE	2.3763e-06	2412	20	48212976	49236418	2.57061812807882e-05
cad	0.000156584	0.000303978	FALSE	2.87607e-06	2412	20	48212976	49236418	1.75053859102902e-05
psoriasis	0.00152783	0.0053445	FALSE	2.21531e-10	2413	20	49236419	50653620	5.69651142857143e-09
psa	0.00378963	0.00787771	FALSE	1.20313e-05	2413	20	49236419	50653620	0.000246091557142857
crohn	0.00221571	0.00383695	FALSE	6.77276e-05	2413	20	49236419	50653620	0.000319880461733615
uc	0.00221656	0.0040018	FALSE	8.78438e-06	2413	20	49236419	50653620	7.1711890260223e-05
cad	0.000162174	0.000314831	FALSE	7.48219e-05	2413	20	49236419	50653620	0.000289050144087838
psoriasis	5.80085e-05	0.000202919	FALSE	0.313335	2414	20	50653621	51533750	0.34285896656535
psa	0.000449495	0.00093439	FALSE	0.185027	2414	20	50653621	51533750	0.249178229757785
crohn	0.000133539	0.00023125	FALSE	0.329033	2414	20	50653621	51533750	0.349362985741445
uc	0.000985549	0.00177932	FALSE	0.00141788	2414	20	50653621	51533750	0.00460537205317578
cad	2.49551e-05	4.84456e-05	FALSE	0.153934	2414	20	50653621	51533750	0.178794849162011
psoriasis	0.000547079	0.00191373	FALSE	0.00353443	2415	20	51533751	52411532	0.00909936686531585
psa	0.00242407	0.00503904	FALSE	0.00120487	2415	20	51533751	52411532	0.00693691426035503
crohn	0.0033782	0.00585002	FALSE	2.11859e-09	2415	20	51533751	52411532	4.30266369090909e-08
uc	0.00175226	0.00316354	FALSE	9.54702e-05	2415	20	51533751	52411532	0.000530765972658228
cad	9.60045e-05	0.000186375	FALSE	0.00559004	2415	20	51533751	52411532	0.0107794447554806
psoriasis	0.000502012	0.00175609	FALSE	0.00311899	2416	20	52411533	53120334	0.00819588613138686
psa	0.00028805	0.000598786	FALSE	0.318811	2416	20	52411533	53120334	0.365805545990566
crohn	0.00011236	0.000194574	FALSE	0.382838	2416	20	52411533	53120334	0.397056681522748
uc	0.000990489	0.00178824	FALSE	0.00716862	2416	20	52411533	53120334	0.016645610359408
cad	0.000122591	0.000237988	FALSE	0.000271963	2416	20	52411533	53120334	0.000884750186344239
psa	0.000479459	0.000996678	FALSE	0.193214	2417	20	53120335	53879803	0.255604652617267
crohn	0.000863323	0.00149502	FALSE	0.0146375	2417	20	53120335	53879803	0.0275950843881857
cad	3.32106e-05	6.44722e-05	FALSE	0.113501	2417	20	53120335	53879803	0.13963248359333
psoriasis	0.000222519	0.000778394	FALSE	0.0746726	2418	20	53879804	54743694	0.108981632432432
crohn	0.000600618	0.00104009	FALSE	0.06191	2418	20	53879804	54743694	0.0906930754098361
uc	0.0016495	0.00297803	FALSE	1.10813e-05	2418	20	53879804	54743694	8.78503061371841e-05
cad	1.78467e-05	3.46461e-05	FALSE	0.25133	2418	20	53879804	54743694	0.272413132701422
psoriasis	0.000779157	0.00272557	FALSE	5.49909e-05	2419	20	54743695	55448075	0.000294010752475248
psa	0.00207504	0.0043135	FALSE	0.00267806	2419	20	54743695	55448075	0.0127679010757946
crohn	0.00215414	0.00373033	FALSE	1.39708e-05	2419	20	54743695	55448075	8.3899911827957e-05
uc	0.00162728	0.00293792	FALSE	0.000116642	2419	20	54743695	55448075	0.000615735173076923
cad	7.37517e-05	0.000143175	FALSE	0.0174268	2419	20	54743695	55448075	0.0285086492131617
psoriasis	0.000228878	0.000800636	FALSE	0.0986768	2420	20	55448076	56172843	0.136367170825336
psa	0.00168757	0.00350805	FALSE	0.0104827	2420	20	55448076	56172843	0.0328491694041868
crohn	0.000340875	0.000590293	FALSE	0.218651	2420	20	55448076	56172843	0.248330622267412
uc	0.00076309	0.00137769	FALSE	0.0316914	2420	20	55448076	56172843	0.0537407833204633
cad	3.78747e-05	7.35267e-05	FALSE	0.127302	2420	20	55448076	56172843	0.153312097946288
psoriasis	0.000700965	0.00245204	FALSE	0.00023698	2421	20	56172844	56951773	0.000985263230769231
psa	0.000838922	0.00174391	FALSE	0.114358	2421	20	56172844	56951773	0.178317842948718
crohn	0.000576929	0.000999068	FALSE	0.103794	2421	20	56172844	56951773	0.136077345070423
uc	0.0010259	0.00185217	FALSE	0.00772588	2421	20	56172844	56951773	0.0176430927102804
cad	0.000173767	0.000337337	FALSE	3.26569e-06	2421	20	56172844	56951773	1.95003473368146e-05
psoriasis	0.00116333	0.00406943	FALSE	5.17762e-08	2422	20	56951774	57924037	7.35767052631579e-07
psa	0.00272352	0.00566153	FALSE	0.000311242	2422	20	56951774	57924037	0.00255559886919831
crohn	0.0034021	0.00589142	FALSE	1.06023e-09	2422	20	56951774	57924037	2.4672435625e-08
uc	0.00133403	0.00240847	FALSE	0.0014934	2422	20	56951774	57924037	0.00481030258064516
cad	0.000186816	0.000362668	FALSE	1.60796e-06	2422	20	56951774	57924037	1.08478009439528e-05
psoriasis	0.000470201	0.00164481	FALSE	0.00882172	2423	20	57924038	58780894	0.0191506685427136
psa	0.000621417	0.00129177	FALSE	0.191186	2423	20	57924038	58780894	0.253957649146758
crohn	0.00076187	0.00131933	FALSE	0.0583346	2423	20	57924038	58780894	0.0865335301460823
uc	0.000923272	0.00166689	FALSE	0.0170706	2423	20	57924038	58780894	0.0329055189473684
cad	0.000143573	0.00027872	FALSE	0.000111526	2423	20	57924038	58780894	0.000405500734499205
psoriasis	0.000399523	0.00139757	FALSE	0.0131107	2424	20	58780895	59560457	0.0264664598130841
psa	0.00227129	0.00472147	FALSE	0.000819401	2424	20	58780895	59560457	0.00511075110897436
crohn	0.00101024	0.00174944	FALSE	0.0130967	2424	20	58780895	59560457	0.0253700318890815
uc	0.00171773	0.00310121	FALSE	2.98675e-05	2424	20	58780895	59560457	0.000203062012383901
cad	0.000124856	0.000242385	FALSE	0.000205586	2424	20	58780895	59560457	0.000699665449404762
psoriasis	0.000277706	0.000971443	FALSE	0.0519439	2425	20	59560458	60125333	0.0823175524578137
psa	0.00134701	0.00280011	FALSE	0.022098	2425	20	59560458	60125333	0.0554873651612903
crohn	0.000362349	0.00062748	FALSE	0.187772	2425	20	59560458	60125333	0.220896602422328
uc	0.00103733	0.00187281	FALSE	0.00429932	2425	20	59560458	60125333	0.0110683548886284
cad	0.000104095	0.000202081	FALSE	0.00104821	2425	20	59560458	60125333	0.00275863782508631
psoriasis	0.000620483	0.00217051	FALSE	0.000598078	2426	20	60125334	60766557	0.00207359306581059
crohn	0.00197437	0.00341902	FALSE	3.7799e-05	2426	20	60125334	60766557	0.000199628761229314
uc	0.00051838	0.00093589	FALSE	0.0921101	2426	20	60125334	60766557	0.127537061538462
psoriasis	0.000691139	0.00241767	FALSE	0.000100204	2427	20	60766558	61470768	0.000472577816593887
psa	0.000927899	0.00192888	FALSE	0.0765057	2427	20	60766558	61470768	0.134368314259928
crohn	0.00109887	0.00190292	FALSE	0.00701418	2427	20	60766558	61470768	0.0153624295294118
uc	0.00118084	0.00213191	FALSE	0.00158725	2427	20	60766558	61470768	0.00505159565217391
cad	0.000160999	0.000312549	FALSE	3.46319e-06	2427	20	60766558	61470768	2.04131843556701e-05
psoriasis	0.000778289	0.00272253	FALSE	1.47818e-05	2428	20	61470769	62179241	9.79407607361963e-05
psa	0.00060787	0.00126361	FALSE	0.164509	2428	20	61470769	62179241	0.231144053429603
crohn	0.00241766	0.00418667	FALSE	3.91091e-07	2428	20	61470769	62179241	3.98948536073059e-06
uc	0.00140569	0.00253786	FALSE	0.000259037	2428	20	61470769	62179241	0.00113090507355865
cad	4.31162e-05	8.37021e-05	FALSE	0.0814503	2428	20	61470769	62179241	0.105599113435374
psoriasis	0.000538276	0.00188294	FALSE	0.000651974	2429	20	62179242	62963627	0.00221077525902669
psa	0.000262692	0.000546073	FALSE	0.311555	2429	20	62179242	62963627	0.359600255041518
crohn	0.00403854	0.00699355	FALSE	1.4873e-15	2429	20	62179242	62963627	9.22952277777778e-14
