locus	chr	start	stop	h2.obs_psoriasis	p_psoriasis	fdr_within_pheno_psoriasis	h2.obs_outcome	p_outcome	fdr_within_pheno_outcome	outcome	local_h2_pass_p05	local_h2_pass_fdr10	min_h2_p
766	4	182946259	183603892	0.000688107	0.000245805	0.001011312	0.00102497	0.00776859	0.0176969124896266	uc	TRUE	TRUE	0.00776859
2136	16	54866096	55907389	0.00047634	0.00777475	0.0172755823227133	0.00193892	1.6706e-05	0.000125638273972603	uc	TRUE	TRUE	0.00777475
30	1	30405183	31639217	0.000473643	0.00777478	0.0172755823227133	0.00147108	0.00056414	0.00213201791752577	uc	TRUE	TRUE	0.00777478
881	5	124109486	125131720	0.000582625	0.00107108	0.00334809377713459	0.00099977	0.00785169	0.0178307251706308	uc	TRUE	TRUE	0.00785169
669	4	74885901	76497358	0.000647133	0.000121975	0.000562961538461538	0.00090263	0.0078665	0.017845902892562	uc	TRUE	TRUE	0.0078665
1905	13	65187139	66382286	0.000346811	0.00790133	0.0175044849230769	0.00105107	0.000836892	0.00298346563636364	uc	TRUE	TRUE	0.00790133
1446	9	101596751	103165725	0.000396601	0.00725874	0.0163491954118874	0.000874652	0.00792524	0.0179606058204334	uc	TRUE	TRUE	0.00792524
1521	10	32457294	33655458	0.00046914	0.000905565	0.00290210741839763	0.000782182	0.00804843	0.0182209817319588	uc	TRUE	TRUE	0.00804843
2067	15	62106139	63218978	0.00064435	0.000660664	0.00223323042253521	0.00104632	0.00809465	0.018287912962963	uc	TRUE	TRUE	0.00809465
2085	15	85494084	86341598	0.000396749	0.00167878	0.0049002227027027	0.000703912	0.00812734	0.0183428968550874	uc	TRUE	TRUE	0.00812734
1858	12	129887419	130629840	0.00073752	0.000205138	0.000870526679764244	0.00107663	0.00821392	0.0184624036028659	uc	TRUE	TRUE	0.00821392
790	5	14910296	16592319	0.000426876	0.00823236	0.0181633274770174	0.00213478	6.17497e-07	8.58242665822785e-06	uc	TRUE	TRUE	0.00823236
2305	18	77148138	78017072	0.000390602	0.00826117	0.0182082930612245	0.00198085	4.68035e-07	6.76187407894737e-06	uc	TRUE	TRUE	0.00826117
511	3	104878978	106174685	0.000754904	9.2924e-06	6.690528e-05	0.000871603	0.00827749	0.0185862658895706	uc	TRUE	TRUE	0.00827749
81	1	92904466	94168576	0.000333798	0.00211865	0.00593708638132296	0.000603235	0.00834774	0.0187248590806946	uc	TRUE	TRUE	0.00834774
1869	13	24818334	25977140	0.000571777	0.0017946	0.00516156591211718	0.00102906	0.00838153	0.0187814692653061	uc	TRUE	TRUE	0.00838153
910	5	160519050	161478177	0.000313318	0.00848715	0.0185925395537525	0.000745654	0.00597515	0.0145470392461197	uc	TRUE	TRUE	0.00848715
1380	9	7388203	8262303	0.000792345	0.00016386	0.000726771252566735	0.00112326	0.00859014	0.0192119010761421	uc	TRUE	TRUE	0.00859014
1461	9	116159541	117054909	0.000500431	0.00595935	0.0140920148796499	0.00104096	0.00861398	0.0192119010761421	uc	TRUE	TRUE	0.00861398
1956	14	21982655	22760700	0.000613161	0.000558791	0.00198191881773399	0.000963582	0.00861736	0.0192119010761421	uc	TRUE	TRUE	0.00861736
2445	21	29449871	30847296	0.000591438	9.87099e-05	0.0004696900969163	0.000787532	0.00864758	0.0192450809726444	uc	TRUE	TRUE	0.00864758
2088	15	88035758	89385187	0.000708586	0.000431577	0.00159898168096055	0.00108633	0.00875185	0.0194131945454545	uc	TRUE	TRUE	0.00875185
217	2	11995766	12732506	0.000435561	0.00879507	0.0191312700906344	0.0016234	9.03777e-05	0.000507594448081841	uc	TRUE	TRUE	0.00879507
2492	22	48269178	48977538	0.000498806	0.00883413	0.0191583542168675	0.00144062	0.00125816	0.00417359419939577	uc	TRUE	TRUE	0.00883413
2216	17	54950108	56245227	0.000902225	8.85371e-05	0.000428789542600897	0.00120888	0.00887888	0.0196354687613293	uc	TRUE	TRUE	0.00887888
1500	10	12581572	13208061	0.000441457	0.00888527	0.019249932998997	0.00147629	0.000345861	0.00143034040677966	uc	TRUE	TRUE	0.00888527
1963	14	29029225	30831154	0.000526717	0.00346041	0.00895147976047904	0.00102088	0.00892726	0.019682994939759	uc	TRUE	TRUE	0.00892726
1631	11	19780785	20686336	0.000511155	0.00895757	0.0193871254509018	0.00361814	2.24646e-11	1.09627248e-09	uc	TRUE	TRUE	0.00895757
1487	10	1872961	2637065	0.000440703	0.00647503	0.0151037416846652	0.000935794	0.00897855	0.0197366324324324	uc	TRUE	TRUE	0.00897855
648	4	47408266	49325138	0.000573815	0.000244795	0.0010090786259542	0.000828712	0.00898829	0.01973828484	uc	TRUE	TRUE	0.00898829
1169	7	77663965	78685009	0.000605052	0.00180794	0.00518612270916335	0.00107727	0.00906366	0.0198839134465534	uc	TRUE	TRUE	0.00906366
15	1	13481026	14720131	0.000702613	0.000357037	0.00135884154929577	0.00105493	0.00912828	0.0199325419085487	uc	TRUE	TRUE	0.00912828
2197	17	29783142	31318753	0.000778896	2.98531e-05	0.00017570216893733	0.000955588	0.00920884	0.0200820383714002	uc	TRUE	TRUE	0.00920884
1170	7	78685010	80055721	0.000373897	0.00936337	0.0201242579104478	0.0010371	0.00221034	0.0066039546122449	uc	TRUE	TRUE	0.00936337
932	6	6621938	7808323	0.000630554	0.00221781	0.00616534054054054	0.00114592	0.00949319	0.0205998470750988	uc	TRUE	TRUE	0.00949319
1986	14	54359599	55292832	0.000463715	0.0032276	0.00844021307506053	0.000873592	0.00951171	0.0206196595853899	uc	TRUE	TRUE	0.00951171
2397	20	26318859	30569659	0.000300014	0.00311833	0.00819588613138686	0.000552807	0.00953605	0.0206520372781065	uc	TRUE	TRUE	0.00953605
555	3	153406719	155046423	0.000389646	0.00969394	0.0207110884272997	0.000961623	0.00479781	0.0120964302640643	uc	TRUE	TRUE	0.00969394
841	5	79005159	80448225	0.000479904	0.00975818	0.0208277359683794	0.00242652	6.29757e-07	8.6977759245283e-06	uc	TRUE	TRUE	0.00975818
1804	12	68839662	70097805	0.000436516	0.00992565	0.0211225655172414	0.0016794	8.01646e-05	0.000459638280939948	uc	TRUE	TRUE	0.00992565
2046	15	35118928	36583327	0.000922837	3.00702e-06	2.41455881040892e-05	0.000973189	0.0100058	0.0216054442477876	uc	TRUE	TRUE	0.0100058
2240	18	1940212	2839842	0.000442701	0.0100077	0.0212552920353982	0.00154212	0.000262412	0.00113884733596838	uc	TRUE	TRUE	0.0100077
1724	11	118901214	120064528	0.000419057	0.0100286	0.0212787583497053	0.000948235	0.00962528	0.0208247437241379	uc	TRUE	TRUE	0.0100286
1186	7	99465541	100849307	0.000353811	0.0101067	0.021423426889107	0.00106811	0.00123	0.00409875569044006	uc	TRUE	TRUE	0.0101067
1221	7	147352172	148622913	0.00046924	0.0101257	0.0214426588235294	0.00231741	1.23813e-06	1.50217319337017e-05	uc	TRUE	TRUE	0.0101257
1080	6	156762741	158220143	0.000467195	0.0102019	0.0215828638589618	0.00203528	1.07805e-05	8.57752826086957e-05	uc	TRUE	TRUE	0.0102019
326	2	134359060	135160197	0.000654199	8.91494e-05	0.000430789046979866	0.000849496	0.0104477	0.0224273208211144	uc	TRUE	TRUE	0.0104477
353	2	169224446	170155561	0.000446251	0.00579306	0.0137808475770925	0.000903755	0.0105368	0.022596496875	uc	TRUE	TRUE	0.0105368
571	3	170174579	171134849	0.00037617	0.0107165	0.0225171595330739	0.00103882	0.00284342	0.00808827761658031	uc	TRUE	TRUE	0.0107165
930	6	4657087	5378213	0.000495229	0.0011829	0.00363454566145092	0.000808878	0.0107747	0.0230693438596491	uc	TRUE	TRUE	0.0107747
1463	9	117989018	119001227	0.000351938	0.0107999	0.0226703440233236	0.00121233	0.000394845	0.00159097177981651	uc	TRUE	TRUE	0.0107999
78	1	89753965	90941549	0.000559114	0.000615924	0.00211802594594595	0.000849505	0.0108842	0.0232506840466926	uc	TRUE	TRUE	0.0108842
1483	9	138995792	140097759	0.000404589	0.0109486	0.0229181860465116	0.00383363	6.47817e-16	7.48740069473684e-14	uc	TRUE	TRUE	0.0109486
366	2	182307878	183352290	0.000337262	0.0109498	0.0229181860465116	0.000890007	0.00399994	0.0105322161151079	uc	TRUE	TRUE	0.0109498
223	2	18656326	20064517	0.00044198	0.01098	0.0229591481122943	0.00218321	1.83197e-06	2.06308006153846e-05	uc	TRUE	TRUE	0.01098
2374	20	4591848	5379450	0.000650261	0.00056607	0.00200097176470588	0.00097014	0.0110226	0.0234803732298739	uc	TRUE	TRUE	0.0110226
539	3	133718494	135288394	0.000613429	0.00122365	0.00373316949152542	0.00101267	0.0110238	0.0234803732298739	uc	TRUE	TRUE	0.0110238
346	2	160200380	161432089	0.000323785	0.0110392	0.023048347826087	0.000887186	0.00311147	0.00867105091370558	uc	TRUE	TRUE	0.0110392
1511	10	23365686	24489447	0.000327973	0.011044	0.023048347826087	0.00157842	4.96258e-06	4.5407607e-05	uc	TRUE	TRUE	0.011044
1583	10	107877788	108725997	0.000472658	0.00106294	0.0033351152394775	0.000755277	0.0111869	0.0237694700193424	uc	TRUE	TRUE	0.0111869
1522	10	33655459	35178224	0.000495722	0.00596301	0.0140920148796499	0.000999461	0.011192	0.0237694700193424	uc	TRUE	TRUE	0.011192
2354	19	47752728	48573065	0.00049763	0.00151692	0.00448228071135431	0.000815565	0.0112513	0.0238723234782609	uc	TRUE	TRUE	0.0112513
138	1	182420541	183920616	0.000922476	7.43891e-07	7.93489300492611e-06	0.000883321	0.0113047	0.0239624722007722	uc	TRUE	TRUE	0.0113047
352	2	168437446	169224445	0.0003675	0.0113857	0.0236472230769231	0.000857347	0.00910631	0.0199184417928287	uc	TRUE	TRUE	0.0113857
1967	14	34695196	35379988	0.00106608	3.34986e-10	8.22238363636364e-09	0.000719242	0.011464	0.0242195573076923	uc	TRUE	TRUE	0.011464
580	3	181424324	183203155	0.00103754	8.25306e-07	8.52947827751196e-06	0.000994427	0.0115055	0.0242569485604607	uc	TRUE	TRUE	0.0115055
1042	6	112342874	113705003	0.00056861	0.000522922	0.0018825192	0.000845155	0.0116446	0.0244938137931034	uc	TRUE	TRUE	0.0116446
1168	7	76451929	77663964	0.000340007	0.0117232	0.0242366468899522	0.00181911	7.91176e-07	1.03918772142857e-05	uc	TRUE	TRUE	0.0117232
786	5	10549030	11850850	0.000472663	0.0117256	0.0242366468899522	0.00185171	7.91412e-05	0.00045619911496063	uc	TRUE	TRUE	0.0117256
1276	8	31134787	32454962	0.000377416	0.0117653	0.0242722521489971	0.00112844	0.00170078	0.00535855506456241	uc	TRUE	TRUE	0.0117653
1391	9	15839404	16658377	0.000969615	2.49538e-06	2.09728435797665e-05	0.000985087	0.0117683	0.024689284351145	uc	TRUE	TRUE	0.0117683
778	5	2106886	2960068	0.000937687	1.04368e-05	7.39130754098361e-05	0.00104335	0.0117706	0.024689284351145	uc	TRUE	TRUE	0.0117706
196	1	244723197	245970505	0.00114413	9.31202e-07	9.31202e-06	0.00110292	0.0117762	0.024689284351145	uc	TRUE	TRUE	0.0117762
2099	15	99925973	100742117	0.000429862	0.00724847	0.0163431056367432	0.000885392	0.0117825	0.024689284351145	uc	TRUE	TRUE	0.0117825
921	5	174662886	176180301	0.000910184	2.10424e-05	0.000132511906705539	0.00104072	0.0119325	0.0249559714285714	uc	TRUE	TRUE	0.0119325
243	2	38887394	40087418	0.000331379	0.0119763	0.0246135185537583	0.000885823	0.00413185	0.0107948675386445	uc	TRUE	TRUE	0.0119763
2075	15	73375719	74458113	0.000479841	0.00108224	0.00336835504322767	0.00075923	0.0119978	0.0250050227703985	uc	TRUE	TRUE	0.0119978
779	5	2960069	3677595	0.000672892	0.00047562	0.00174420916808149	0.000988989	0.0120217	0.0250233679620853	uc	TRUE	TRUE	0.0120217
481	3	68319771	69784969	0.000436658	0.012038	0.0247053586337761	0.00171446	9.21351e-05	0.000514831245801527	uc	TRUE	TRUE	0.012038
2038	15	25384328	26392947	0.000527139	0.00692487	0.0159347961661342	0.00105843	0.0121865	0.0252467490566038	uc	TRUE	TRUE	0.0121865
1296	8	59555978	60476248	0.000369026	0.0122239	0.0250271317535545	0.00128735	0.000401658	0.00161545964835165	uc	TRUE	TRUE	0.0122239
1115	7	15877565	16739013	0.000368594	0.0122899	0.0251384318181818	0.00184745	2.73112e-06	2.88343246153846e-05	uc	TRUE	TRUE	0.0122899
168	1	217352166	218563960	0.000385287	0.012336	0.0252088552507096	0.00134384	0.000438617	0.00173237937410072	uc	TRUE	TRUE	0.012336
2106	16	4816146	5782968	0.00107426	7.45733e-07	7.93489300492611e-06	0.00102033	0.0124473	0.0257142716839135	uc	TRUE	TRUE	0.0124473
378	2	198140351	199654969	0.000303157	0.0124923	0.0254560075471698	0.00181245	1.24794e-07	2.192380992e-06	uc	TRUE	TRUE	0.0124923
1162	7	67474723	68569224	0.000528687	0.00172498	0.00499830361445783	0.000883766	0.0125359	0.0258486726760563	uc	TRUE	TRUE	0.0125359
1831	12	100931424	101825061	0.000358591	0.0125749	0.0255760677966102	0.00107999	0.00175075	0.0054689146514936	uc	TRUE	TRUE	0.0125749
1135	7	37981937	38966483	0.000384051	0.0126598	0.0256521275797373	0.000952694	0.00717065	0.016645610359408	uc	TRUE	TRUE	0.0126598
712	4	123768694	124534997	0.000451049	0.000433279	0.00160253876712329	0.000635745	0.0127141	0.0261424752808989	uc	TRUE	TRUE	0.0127141
469	3	55616626	56954878	0.000379903	0.0127307	0.0257233975678204	0.000977556	0.00546551	0.0135772171493213	uc	TRUE	TRUE	0.0127307
1345	8	118300069	119423298	0.000886673	1.22178e-06	1.1729088e-05	0.000851706	0.0127572	0.0262065586529467	uc	TRUE	TRUE	0.0127572
2424	20	58780895	59560457	0.000399523	0.0131107	0.0264664598130841	0.00171773	2.98675e-05	0.000203062012383901	uc	TRUE	TRUE	0.0131107
1476	9	132999453	134141936	0.000599062	0.00165704	0.00484987317073171	0.000975859	0.013266	0.0270744758364312	uc	TRUE	TRUE	0.013266
1452	9	108203096	109150717	0.000287501	0.0134638	0.0270780335195531	0.000726502	0.00699977	0.0164371538461538	uc	TRUE	TRUE	0.0134638
700	4	112830230	113916002	0.000327633	0.0135405	0.0272069581395349	0.000788214	0.0090758	0.0198906754491018	uc	TRUE	TRUE	0.0135405
727	4	139553761	141087047	0.000633539	0.00135057	0.00404609042995839	0.00101131	0.0135501	0.0275263826086957	uc	TRUE	TRUE	0.0135501
2443	21	27774351	28616539	0.000424977	0.0138845	0.0277947358665431	0.00220766	1.21277e-06	1.48784520670391e-05	uc	TRUE	TRUE	0.0138845
1849	12	120567741	121817509	0.00034212	0.0139216	0.0278432	0.00129044	0.00024911	0.00109628368737475	uc	TRUE	TRUE	0.0139216
943	6	19449153	20418020	0.000423841	0.0139589	0.0278675933456562	0.00114618	0.00441013	0.0113138381775701	uc	TRUE	TRUE	0.0139589
457	3	36840137	38729767	0.000412103	0.0141131	0.0280444305427783	0.00172088	6.19468e-05	0.000373774885714286	uc	TRUE	TRUE	0.0141131
1334	8	105370131	106500950	0.000381616	0.00832307	0.0183260256880734	0.000776472	0.0142214	0.0287306296228151	uc	TRUE	TRUE	0.0142214
1117	7	17596579	19131026	0.000513997	0.00861457	0.0187764593340061	0.00105037	0.0142565	0.0287486446280992	uc	TRUE	TRUE	0.0142565
2027	14	100786190	102004377	0.000917729	2.73048e-05	0.000161584569863014	0.00104087	0.0142821	0.0287494845096242	uc	TRUE	TRUE	0.0142821
2324	19	16079007	17045963	0.000488741	0.00129715	0.0039241512605042	0.00075348	0.0142831	0.0287494845096242	uc	TRUE	TRUE	0.0142831
1735	11	130500784	131424361	0.000437675	0.0143507	0.0284641983471074	0.00111155	0.00696341	0.0164073480257511	uc	TRUE	TRUE	0.0143507
1082	6	158952061	159604052	0.00187582	4.89655e-22	3.64708551724138e-20	0.000686775	0.0145059	0.0291445163769442	uc	TRUE	TRUE	0.0145059
70	1	80781443	82123368	0.000427372	0.01458	0.0288395604395604	0.00170962	0.000112332	0.000595848	uc	TRUE	TRUE	0.01458
27	1	25885139	27992665	0.000780183	2.08452e-05	0.000131653894736842	0.00084959	0.0148402	0.0296122920980926	uc	TRUE	TRUE	0.0148402
1458	9	113646150	114443475	0.000513064	0.000363548	0.00137765557894737	0.000694078	0.0148466	0.0296122920980926	uc	TRUE	TRUE	0.0148466
1588	10	113117616	114255954	0.000349728	0.0148581	0.0293091287671233	0.00144952	8.41565e-05	0.000477539209302326	uc	TRUE	TRUE	0.0148581
1865	13	20491182	21540733	0.000380121	0.0150251	0.0295306787989081	0.00107341	0.00361777	0.00970417494505495	uc	TRUE	TRUE	0.0150251
1812	12	77800464	79315178	0.00041772	0.0151232	0.0296964654545455	0.00226047	9.64709e-07	1.21752928965517e-05	uc	TRUE	TRUE	0.0151232
2111	16	8341013	9104469	0.000767415	5.78387e-05	0.000307713280788177	0.000900137	0.0151476	0.0301578690843155	uc	TRUE	TRUE	0.0151476
1171	7	80055722	81533566	0.000404983	0.0153103	0.029982092475068	0.00208707	2.54527e-06	2.72654288780488e-05	uc	TRUE	TRUE	0.0153103
906	5	156345452	157191081	0.00126613	1.80521e-12	6.18929142857143e-11	0.000709549	0.015377	0.030531547920434	uc	TRUE	TRUE	0.015377
1944	13	106313848	107037864	0.00040661	0.0118413	0.0243824671115348	0.000858514	0.0155165	0.0307529187725632	uc	TRUE	TRUE	0.0155165
1598	10	124894143	125798319	0.000418597	0.0155379	0.0303452658227848	0.00197984	1.14582e-05	9.01871225806452e-05	uc	TRUE	TRUE	0.0155379
185	1	235097114	236199671	0.000386874	0.00407339	0.01023084	0.000686799	0.015626	0.0309141405405405	uc	TRUE	TRUE	0.015626
2116	16	11916632	12793149	0.000404446	0.0161368	0.0314013405405405	0.00220834	9.35071e-07	1.18694561618497e-05	uc	TRUE	TRUE	0.0161368
765	4	182065647	182946258	0.000438437	0.0162044	0.031504504050405	0.00198852	2.58579e-05	0.000180266502857143	uc	TRUE	TRUE	0.0162044
1465	9	119890465	121008529	0.000363394	0.0162441	0.0315249380053908	0.00102818	0.00426546	0.0110589730342385	uc	TRUE	TRUE	0.0162441
1722	11	116247378	117295641	0.000432489	0.0103969	0.0219095648780488	0.000889541	0.0162911	0.0318713321460374	uc	TRUE	TRUE	0.0162911
1118	7	19131027	20122179	0.000373431	0.0163204	0.0316351856502242	0.00123041	0.00120624	0.00403796195121951	uc	TRUE	TRUE	0.0163204
2170	16	87669169	88387228	0.000357188	0.0163302	0.0316351856502242	0.00192602	1.50864e-06	1.78116851612903e-05	uc	TRUE	TRUE	0.0163302
2407	20	43008891	44072210	0.000352775	0.0164184	0.0317755917636526	0.00457786	3.88553e-21	8.8924824e-19	uc	TRUE	TRUE	0.0164184
1581	10	104206838	106142283	0.000457069	0.00426675	0.0106299653979239	0.000811701	0.0165257	0.0322581664	uc	TRUE	TRUE	0.0165257
522	3	117241645	118086929	0.000376226	0.00253293	0.00690799090909091	0.000617147	0.0165925	0.0323310825199645	uc	TRUE	TRUE	0.0165925
2151	16	73140782	74135275	0.000439277	0.0166054	0.032056600536193	0.00165905	0.000300378	0.001266084621881	uc	TRUE	TRUE	0.0166054
1268	8	22895019	23788494	0.000385181	0.0166071	0.032056600536193	0.00112932	0.00334793	0.00917804783042394	uc	TRUE	TRUE	0.0166071
2452	21	38046450	39252059	0.000377727	0.0167322	0.0322692428571429	0.000952304	0.00890009	0.019659960361809	uc	TRUE	TRUE	0.0167322
2310	19	3085447	3893909	0.000383697	0.016759	0.0322920963425513	0.000975865	0.00712751	0.0166147871186441	uc	TRUE	TRUE	0.016759
2315	19	7249360	8199016	0.00086559	6.84707e-06	5.11753328719723e-05	0.000852718	0.0167931	0.0326062312997347	uc	TRUE	TRUE	0.0167931
2171	16	88387229	89106304	0.000375344	0.0169275	0.0325831095280499	0.000942912	0.00859117	0.0192119010761421	uc	TRUE	TRUE	0.0169275
1868	13	23729050	24818333	0.000764741	0.000322917	0.00124331679144385	0.00101788	0.0170498	0.0329055189473684	uc	TRUE	TRUE	0.0170498
2423	20	57924038	58780894	0.000470201	0.00882172	0.0191506685427136	0.000923272	0.0170706	0.0329055189473684	uc	TRUE	TRUE	0.0170706
2049	15	39238841	40604780	0.000400361	0.0171638	0.0329838149466192	0.00159897	0.000176842	0.000857273801324503	uc	TRUE	TRUE	0.0171638
20	1	18427821	19238924	0.000626389	0.00160125	0.00471855388813097	0.000969411	0.0171648	0.033035846450482	uc	TRUE	TRUE	0.0171648
1291	8	54119374	55275354	0.000307642	0.0172082	0.033039744	0.00112772	0.00053218	0.00204312461538462	uc	TRUE	TRUE	0.0172082
139	1	183920617	184953089	0.000312723	0.0172335	0.0330589342806394	0.00107642	0.00102327	0.0035110951875	uc	TRUE	TRUE	0.0172335
1561	10	81763231	82378048	0.000353774	0.00427531	0.0106315498273878	0.000619488	0.0172475	0.033165945709282	uc	TRUE	TRUE	0.0172475
212	2	7966710	8978798	0.000408901	0.0172858	0.03310080425155	0.00112953	0.00403334	0.010582096344086	uc	TRUE	TRUE	0.0172858
1167	7	75243900	76451928	0.000311439	0.0173013	0.03310080425155	0.000754768	0.0115099	0.0242569485604607	uc	TRUE	TRUE	0.0173013
1673	11	62800369	64594822	0.00108435	5.28253e-09	9.17790912e-08	0.000765612	0.017416	0.0333149268292683	uc	TRUE	TRUE	0.017416
1720	11	113889020	114742317	0.000378563	0.01745	0.0333262599469496	0.00218617	5.343e-07	7.61897922077922e-06	uc	TRUE	TRUE	0.01745
2181	17	7264459	8554763	0.00103479	3.97793e-07	4.64450205405405e-06	0.000888491	0.0175513	0.0335445211488251	uc	TRUE	TRUE	0.0175513
1414	9	37687113	38822977	0.000717552	0.000176224	0.000771347368421053	0.000886319	0.0177571	0.033878880625543	uc	TRUE	TRUE	0.0177571
156	1	202583885	204092537	0.000871681	4.10852e-05	0.0002275488	0.000965041	0.0179439	0.0341758928013877	uc	TRUE	TRUE	0.0179439
374	2	191051955	193033982	0.000408427	0.0180557	0.0343010659630607	0.00246767	1.77578e-07	2.95425218181818e-06	uc	TRUE	TRUE	0.0180557
272	2	65938003	67224027	0.000385548	0.0182001	0.0345146760316067	0.00154502	0.000205978	0.000961536279661017	uc	TRUE	TRUE	0.0182001
1202	7	121042051	121946052	0.000273278	0.0169402	0.0325831095280499	0.000600767	0.0182504	0.0346994618181818	uc	TRUE	TRUE	0.0182504
1240	8	3787249	4273083	0.000436785	0.0184238	0.0348776581945662	0.00227553	3.70618e-06	3.6012262300885e-05	uc	TRUE	TRUE	0.0184238
823	5	55968967	56896890	0.000780544	2.52742e-06	2.11597953488372e-05	0.000714162	0.0184659	0.0350788204152249	uc	TRUE	TRUE	0.0184659
382	2	203639687	205038119	0.000532962	0.000347108	0.00132465243816254	0.000682386	0.018483	0.0350809576490925	uc	TRUE	TRUE	0.018483
2272	18	42974166	44300145	0.000418126	0.0186578	0.035197247161572	0.00172981	0.000143246	0.000719835734553776	uc	TRUE	TRUE	0.0186578
1473	9	129617772	130902727	0.000676243	2.40923e-05	0.000148260307692308	0.000700809	0.0189554	0.035822769707401	uc	TRUE	TRUE	0.0189554
1887	13	43931932	45476446	0.00068505	0.000260636	0.00105840812030075	0.000865665	0.0190581	0.035953326695279	uc	TRUE	TRUE	0.0190581
1101	7	6020654	6716905	0.00029076	0.0192131	0.0360558609904431	0.00142339	2.21009e-05	0.000157066590291262	uc	TRUE	TRUE	0.0192131
3	1	2215496	2983519	0.000317899	0.0193114	0.036208875	0.00190906	4.06501e-07	6.07262718367347e-06	uc	TRUE	TRUE	0.0193114
2316	19	8199017	9105577	0.000385164	0.00957763	0.0205438736842105	0.00074234	0.0193844	0.0364765573264781	uc	TRUE	TRUE	0.0193844
740	4	157597310	159176073	0.00031788	0.0194014	0.0363460745880312	0.00123476	0.000370029	0.0015160143358209	uc	TRUE	TRUE	0.0194014
1800	12	64403858	66114643	0.000344266	0.0194294	0.0363669878682842	0.00140825	0.000209954	0.000970650492631579	uc	TRUE	TRUE	0.0194294
1210	7	131856482	133807216	0.000380778	0.0196216	0.0366269222797927	0.000894694	0.0158362	0.0312736467625899	uc	TRUE	TRUE	0.0196216
2325	19	17045964	17750518	0.000326808	0.0196361	0.0366269222797927	0.00114515	0.000915243	0.00318017979113924	uc	TRUE	TRUE	0.0196361
1466	9	121008530	122677719	0.000696974	0.000459114	0.0016865412244898	0.000916796	0.0196816	0.0368778102389078	uc	TRUE	TRUE	0.0196816
2008	14	78374054	79199451	0.000351764	0.0199449	0.0371067906976744	0.000825748	0.0162516	0.0318363190008921	uc	TRUE	TRUE	0.0199449
1468	9	124119884	125137578	0.000355187	0.0200321	0.037204932072227	0.00103473	0.00457639	0.0116451360834299	uc	TRUE	TRUE	0.0200321
1576	10	98005995	99367800	0.000380323	0.0205975	0.0381566037735849	0.00109524	0.0049924	0.012543833409611	uc	TRUE	TRUE	0.0205975
171	1	220978152	221856864	0.000266126	0.0207532	0.0383792054794521	0.00117559	0.000127217	0.000663583211401425	uc	TRUE	TRUE	0.0207532
471	3	58557719	59998583	0.000758412	0.000189165	0.00081803952	0.000921341	0.0208232	0.0387377741335587	uc	TRUE	TRUE	0.0208232
2072	15	69089816	70767983	0.00140444	3.33903e-09	6.27156939130435e-08	0.000975355	0.0208423	0.0387377741335587	uc	TRUE	TRUE	0.0208423
172	1	221856865	222763597	0.000412849	0.00364329	0.00931302532544379	0.000673575	0.0208683	0.0387377741335587	uc	TRUE	TRUE	0.0208683
931	6	5378214	6621937	0.000465614	0.0209996	0.0387684923076923	0.00158078	0.00140361	0.0045692416	uc	TRUE	TRUE	0.0209996
2241	18	2839843	3722828	0.000489522	0.00801684	0.0177421868852459	0.00089433	0.0210406	0.0389259962931761	uc	TRUE	TRUE	0.0210406
255	2	49114133	49849185	0.000306971	0.0210759	0.0388761263877028	0.000756401	0.0137078	0.0277953174515235	uc	TRUE	TRUE	0.0210759
1998	14	67891840	68976912	0.000630529	6.34604e-05	0.000329505923076923	0.000687419	0.0210766	0.0389303333894029	uc	TRUE	TRUE	0.0210766
129	1	171044256	172465153	0.000356394	0.0177188	0.0337203594713656	0.000769497	0.0211547	0.038997238590604	uc	TRUE	TRUE	0.0211547
2401	20	35990262	37253657	0.00035417	0.0214304	0.0394963003412969	0.00216561	4.29913e-07	6.37897937837838e-06	uc	TRUE	TRUE	0.0214304
2178	17	4463972	5573784	0.000696966	8.48579e-05	0.000413754094808126	0.000780362	0.0214504	0.0394514894472362	uc	TRUE	TRUE	0.0214504
1398	9	21674033	23091193	0.000384152	0.0214815	0.039556726342711	0.00148445	0.000448646	0.00176563909677419	uc	TRUE	TRUE	0.0214815
889	5	134556571	135344943	0.000571543	0.000422156	0.00156946120481928	0.000728141	0.0215022	0.0395136662761506	uc	TRUE	TRUE	0.0215022
1451	9	107061020	108203095	0.000366747	0.0220562	0.0404769685641461	0.00134176	0.000844903	0.00300440516504854	uc	TRUE	TRUE	0.0220562
219	2	13625451	14692120	0.000310186	0.0221489	0.0405781374045801	0.000966152	0.00344428	0.00939582469565218	uc	TRUE	TRUE	0.0221489
1563	10	83596351	84679429	0.000333921	0.0221886	0.040616420338983	0.00164297	2.63463e-05	0.000182512538801262	uc	TRUE	TRUE	0.0221886
1575	10	97040173	98005994	0.000327735	0.0150157	0.0295306787989081	0.000676108	0.0222207	0.0406977958298582	uc	TRUE	TRUE	0.0222207
2105	16	3379997	4816145	0.000801327	9.29462e-05	0.000446099866962306	0.000900475	0.0223249	0.040854567	uc	TRUE	TRUE	0.0223249
1646	11	33905328	34672697	0.00116484	6.69277e-09	1.13829788976378e-07	0.000793061	0.0227385	0.0415768076602831	uc	TRUE	TRUE	0.0227385
349	2	164702313	165917788	0.000294394	0.0228513	0.0417940795935648	0.00153725	1.42743e-05	0.0001088415375	uc	TRUE	TRUE	0.0228513
