GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
163050      19   12636184   12691789    143      30   83033       1.8002     0.035916
57474       19   12686920   12721623     96      10   83300       1.7347     0.041397
163049      19   12721732   12740676     72       8   86605       1.5656     0.058722
4125        19   12757322   12777591     44      14   80720       1.4493     0.073629
84292       19   12777618   12786646     21      11   79770       1.6493     0.049543
51398       19   12778881   12780465      4       2   82460       1.6332     0.051209
1725        19   12786531   12792701     15      10   69697       2.6519    0.0040017
648044      19   12798791   12799230      2       1   48695      0.11217      0.45535
84261       19   12799730   12807649     25       3   79954        0.954      0.17004
30000       19   12810008   12834838     67       6   77558       1.0654      0.14336
79002       19   12841454   12845529      1       1   70664      -1.0621       0.8559
439         19   12848306   12859137     13       6   73182       1.1654      0.12192
54831       19   12862600   12869272     13       9   67682       1.8295     0.033661
29911       19   12873817   12889248     37      13   76005       1.7421      0.04075
3726        19   12902310   12904125      2       1   97307     -0.98421      0.83749
7001        19   12907634   12912724     16       4  101550      0.38599      0.34975
10535       19   12912863   12924462     49       7   91019      0.24018       0.4051
83546       19   12936291   12946242     17       5   86589       1.3893     0.082375
22983       19   12949259   12985766     95      13   85784       1.9082     0.028185
1777        19   12986025   12992409     11       4   88951       1.2628      0.10333
10661       19   12995236   12998017      3       2   96165      0.80121       0.2115
2639        19   13001943   13010813     26       7   76667      0.39445      0.34663
256126      19   13009894   13030116     51      16   76700      0.14003      0.44432
2193        19   13033284   13044558     32      12   73535      0.78395      0.21654
811         19   13049414   13055304      8       4   75550     -0.18314      0.57265
5886        19   13056628   13064457     16       9   83914      0.15863      0.43698
90480       19   13064970   13068068      4       2   69192      -0.6232      0.73342
199699      19   13080432   13085567     18      10   67608       2.2966     0.010822
4784        19   13106584   13209610    229      34   79393      0.84806       0.1982
4066        19   13208002   13213974     22       9   79143      0.20316       0.4195
55621       19   13215714   13227573     29      16   66796       2.6748    0.0037392
112939      19   13228813   13251961     45      13   83182       3.4412   0.00028954
8677        19   13254872   13261188     10       4   82700       2.1893     0.014288
9592        19   13261282   13265722     11       6   82687       2.7474    0.0030032
773         19   13317256   13617274   1255     136   89295      0.53069      0.29782
81576       19   13842574   13874108     97      14   90728       2.0882     0.018392
84245       19   13875328   13885096     27       7   77068     -0.17597      0.56984
28974       19   13885257   13889587     27       3   91314      0.73428      0.23139
65249       19   13906258   13943068     89      12   82252       1.9111     0.027998
342977      19   13988063   13991571      7       2   88737      0.75137      0.22621
79173       19   13993168   14016909     78       5   89123      0.46483      0.32103
54862       19   14016956   14041693     42      14   73491       1.0394       0.1493
79883       19   14042000   14064204     45      13   55319     -0.11948      0.54755
90379       19   14063319   14072256     18      10   67105       1.3517     0.088234
5989        19   14072342   14117134     50      19   67577    -0.063341      0.52525
117579      19   14139017   14141783     10       3   90906     -0.14774      0.55873
9466        19   14142552   14163731     85      14   81403      -1.8938      0.97088
342979      19   14164179   14172908     26      13   73842       -1.798      0.96391
113230      19   14183821   14185874      7       4   63689     -0.19583      0.57763
646457      19   14192444   14196607     13       7   65981      0.87488      0.19082
90378       19   14199229   14201232      2       1   49190      -1.1137      0.86729
5566        19   14202500   14228559     42      12   73345      0.20556      0.41857
55723       19   14230321   14247440     38       7   83198      -1.7064      0.95603
22859       19   14258549   14316997    169      36   70279      0.44724      0.32735
976         19   14491403   14519537     81      28   76855      0.12262      0.45121
10212       19   14519610   14530195     22      12   72005       1.5255     0.063565
5585        19   14544166   14582679    142      35   81947     -0.42842      0.66583
5731        19   14583278   14586174     16       6   73577       1.9028     0.028533
10755       19   14588571   14606961     89      19   94643      0.68753      0.24588
3337        19   14625581   14640087     38      11   84936      0.11289      0.45506
9524        19   14640379   14676792    153      29   88372      0.78043      0.21757
4713        19   14676890   14682889     21       9   79054      0.52661      0.29923
388512      19   14693896   14721956    121      21   92315       1.9043     0.028437
84658       19   14730051   14785730    255      33   90471      -1.1684      0.87867
84449       19   14800711   14844558    192      28   93110    -0.029253      0.51167
30817       19   14843509   14889353    284      26   88524       0.1867      0.42595
26664       19   14909943   14946188    160      32   91973      0.55987      0.28779
26659       19   14937139   14939276     11       7   78271       1.3622     0.086564
390892      19   14951760   14952689      5       2  103614       1.4354      0.07558
26333       19   14991238   14992167      9       4   93559       2.0441     0.020473
26658       19   15052301   15053260      3       1   81912       1.2774      0.10073
6511        19   15060845   15121455    482      43   92732       1.4982     0.067045
126402      19   15121539   15134083    100      21   94259     -0.68327      0.75278
23581       19   15160291   15169104     54      11   84847     0.031767      0.48733
126370      19   15197877   15198944     13       4   94786       1.1497      0.12513
85360       19   15218214   15225790     18       5   82931     -0.52192      0.69914
10994       19   15225785   15236610     46      14   86954     -0.14713      0.55848
4854        19   15270444   15311792    194      20   80591       1.0956      0.13664
79852       19   15337730   15343858     12       8   52644       2.7047    0.0034179
23476       19   15348301   15443354    192      39   71821      0.92847      0.17658
10270       19   15464332   15490638     77      20   75207      0.46387      0.32137
26993       19   15490859   15529916     88      12   83339     0.073453      0.47072
58525       19   15532318   15560767     40      19   68440      0.65018      0.25779
64926       19   15562435   15575382     21      12   96202      0.91118       0.1811
114770      19   15579456   15590315     46      10   86732       1.9852     0.023563
126410      19   15619336   15663128    185      44   86762       1.1263      0.13002
11283       19   15726029   15740448    100      15   83960       1.4718     0.070536
4051        19   15751701   15771570    167      17   91262      0.25248      0.40034
66002       19   15783567   15807984    209      12   92634    -0.088254      0.53516
26538       19   15838834   15839862      7       3   77507      0.17884      0.42903
26532       19   15852203   15853153      8       3   97852      0.96066      0.16836
284433      19   15904859   15905806     13       5   98218     0.018154      0.49276
26539       19   15917817   15918936      6       3   78337      0.53424      0.29659
8529        19   15988834   16008884     95      12   95079     -0.59046      0.72256
57834       19   16023180   16045676    119      11   97261     -0.84715      0.80154
126541      19   16059818   16060768      7       2   87258       -0.744      0.77156
7171        19   16178317   16213815    106      19   86620      0.37148      0.35514
4218        19   16222490   16244445     70       9   95231      -0.4783      0.68378
84941       19   16244838   16269381     68      17   94743     -0.49786      0.69071
117286      19   16272179   16284286     48       6   87223      -1.3901      0.91775
26017       19   16296235   16302857     19       6   88613     -0.23347       0.5923
8907        19   16308665   16346156    148      11   91473       0.7366      0.23068
10365       19   16435651   16438345      8       4   94698       2.6754    0.0037322
58513       19   16466055   16582823    313      30   78376       2.7259    0.0032065
125972      19   16589767   16607015     68       7   91109      0.99616      0.15959
84167       19   16607187   16632180     79      13   86558      0.71678      0.23675
10523       19   16628700   16653341     79      19   83801      0.74713      0.22749
79939       19   16660648   16683193     58      14   75013      0.86999      0.19215
9441        19   16685718   16739015    157      21   79448      0.95914      0.16874
79086       19   16741562   16770968     91      19   85211      0.33586      0.36849
79041       19   16771938   16799830     94      17   83550    -0.057201      0.52281
284434      19   16830787   16928774    339      37   85092     -0.35102      0.63721
23309       19   16940209   16991166    137      25   80972      0.51874      0.30197
9002        19   16999826   17002830      8       3   85514    -0.016465      0.50657
27151       19   17003762   17137625    554      73   82660      0.66325      0.25359
93323       19   17160571   17186428    122      20   88071       1.9093     0.028114
4650        19   17186591   17324104    662      73   89061       3.2228   0.00063465
55850       19   17326155   17330638      9       5   96359       1.1048      0.13463
79629       19   17337040   17340028     29       7   94746      0.54599      0.29254
2063        19   17342692   17356744     55      23   77551       1.5212     0.064102
83878       19   17360537   17375605     60      15   90402      0.80917      0.20921
29086       19   17378200   17390162     54      12   84218      0.94692      0.17184
126549      19   17392454   17398455     38       6   92565      0.63399      0.26304
79575       19   17402940   17414282     47      12   87654      0.85472      0.19635
64981       19   17413616   17417652     19       5   89854       1.2055      0.11401
79016       19   17420337   17434107     84      16   87321       2.2893      0.01103
57719       19   17434032   17445638     37      12   87134        2.046     0.020376
84705       19   17445735   17453540     33       8   90913       1.8459     0.032453
83483       19   17462264   17488137    130      29   86361      0.11012      0.45616
684         19   17502238   17516458     86      14   86116      0.96088      0.16831
93343       19   17516512   17536141    107      17   82612       1.7376     0.041141
100130519   19   17546318   17559376     53      14   79698       1.8845     0.029752
115861      19   17566234   17571725     27       7   85202      0.51299      0.30398
376497      19   17581300   17616977    137      20   88962       0.5213      0.30108
25796       19   17622278   17632097     43      11   82075     -0.57575      0.71761
199786      19   17634110   17664648    102      25   85520       1.3073      0.09556
79709       19   17666511   17693968    100      23   86487       1.3669     0.085822
23025       19   17712137   17799123    419      78   84579       1.2508      0.10551
55201       19   17830303   17845324     78      13   86758     -0.30367      0.61931
23149       19   17858527   17899377    185      29   88854     -0.48198      0.68509
10331       19   17905919   17924385     90      19   84039      0.52177      0.30092
3640        19   17927322   17932383     18       5   82446       1.7121     0.043439
3718        19   17935591   17958880     83      26   79195      0.11454       0.4544
6142        19   17970687   17974133     13       3   89358      0.67298      0.25048
6528        19   17982641   18005983     78      13   83787     -0.54946      0.70865
115098      19   18043824   18054794     44      13   91352      0.21159      0.41621
3780        19   18062111   18110133    147      27   88526      0.86985      0.19219
27106       19   18111944   18124911     53       9   89651       2.6037    0.0046117
3594        19   18170371   18197806    129      16   89813       1.9233     0.027223
23031       19   18208585   18262502    229      24   94263       1.0667      0.14305
5296        19   18263988   18281343     40       9   91791     -0.31013      0.62177
10437       19   18284590   18288934     14       4   91323      0.26809      0.39432
84769       19   18303986   18307552     11       3  103614        1.244      0.10675
5864        19   18307609   18314874     20       6   86781      0.85512      0.19624
5143        19   18318771   18359010    136      19   87696       1.9954     0.022998
80726       19   18367906   18385319    123      16   89441       1.6623     0.048226
3727        19   18390563   18392432      2       1   94822       2.4095    0.0079877
25804       19   18417040   18434001     55      14   87333     -0.44228      0.67086
54858       19   18451397   18480763    120      25   90166      0.87745      0.19012
9518        19   18496968   18499986     16       6   93714      0.81111      0.20865
126364      19   18501947   18508428     27       7   90060       1.5817     0.056856
170463      19   18529679   18545372     48      15   76345        7.016   1.1412e-12
51477       19   18545198   18549111     12       4   75804       7.5896   1.6043e-14
8178        19   18553473   18632937    282      19   84102       7.2366    2.301e-13
23770       19   18642568   18654887     35      13   70551       4.6005   2.1075e-06
79036       19   18668572   18680197     42       8   84933       2.0738     0.019047
7311        19   18674576   18688270     53       7   88609       1.6895      0.04556
55049       19   18699495   18703147     18       7   69719        3.129   0.00087691
9244        19   18704035   18717660     52      10   92168       3.2826   0.00051435
25789       19   18723682   18731849     42      13   87605       2.0801     0.018759
55295       19   18747835   18781308    125      24   89387      0.55654      0.28892
23373       19   18794425   18893143    344      43   86940        1.632     0.051344
1311        19   18893583   18902114     19       9   79826       2.1588     0.015433
5976        19   18942744   18979039     92      25   84267       2.5446    0.0054708
2657        19   18979361   19006953     77      21   89378       2.0009       0.0227
10715       19   18979361   19007396     77      21   89378       2.0009       0.0227
11316       19   19010323   19030199     58      14   91382       1.6174     0.052897
54555       19   19030484   19039442     29      10   93381      0.85738      0.19562
9454        19   19040010   19052041     30      11   79778     0.032019      0.48723
10147       19   19101697   19144861    109      15   83801     -0.56229      0.71304
93436       19   19144387   19168987     60      11   87745      0.21672      0.41422
284439      19   19174776   19223839    117      20   82779      0.24573      0.40294
54929       19   19230425   19249310     51      11   89241      0.75274       0.2258
100271849   19   19256376   19281098    114      14   89112     -0.37148      0.64486
4207        19   19256376   19303400    221      21   89914     -0.25248      0.59967
729991      19   19287713   19303400     71      13   88174     -0.10505      0.54183
8625        19   19303008   19312678     25       8   78823      -2.0591      0.98026
126382      19   19312223   19314238      2       1   57926      -1.8925      0.97079
1463        19   19322773   19363061    121      19   84364       1.0047      0.15752
404037      19   19366450   19373596     22       4   87625      0.20352      0.41937
53345       19   19374841   19384074     36       9   79053      0.95133      0.17072
57794       19   19387320   19431321    122      19   85766      0.99561      0.15972
23383       19   19431496   19469563    107      17   81020      0.90905      0.18166
54815       19   19496642   19619741    332      29   69918      0.66249      0.25383
83983       19   19625028   19626469      2       1   65460      0.10621      0.45771
51079       19   19626550   19639858     42       8   75063     -0.20722      0.58208
374887      19   19639670   19648393     27       8   73441     -0.90518      0.81732
148113      19   19649057   19657468     25       4   81995      -1.1777      0.88053
80714       19   19672516   19729725    203      17   63166     -0.24086      0.59517
9170        19   19734464   19739039     11       5   69902     -0.64595      0.74085
51291       19   19740285   19754457     30      11   85227      0.40919       0.3412
57130       19   19756007   19774512     69      19   82326      -1.1914      0.88326
94039       19   19778962   19791735     37      10   89909       -1.897      0.97108
7561        19   19821281   19843921     76      13   94655      -1.2636      0.89681
440515      19   19896648   19932560    132      22   84005     -0.34869      0.63634
56242       19   19976639   20005099    112      18   87378      0.08847      0.46475
81931       19   20011722   20046382    133      22   85408      -0.2223      0.58796
91120       19   20115227   20150277    151      16   93441       1.0913      0.13756
7643        19   20188803   20231977    152      32   81890       1.9388     0.026265
90649       19   20278020   20311299    138      11   88645      -1.0838      0.86078
100129842   19   20714067   20748626    202      22   92026     -0.35646      0.63925
199777      19   20802745   20844402    306      17   92004       1.4418     0.074679
7639        19   21106059   21133503    159      10   96270     -0.24998       0.5987
80264       19   21203426   21242852    122      13   87841      0.11115      0.45575
148206      19   21264953   21307897    192      14   93484     -0.35411      0.63837
170959      19   21324813   21371070    109      17   88169      0.50802      0.30572
7562        19   21473963   21512219    126      14   90560    -0.097752      0.53894
284443      19   21579921   21610297    152      17   87130      0.75734      0.22442
353088      19   21688437   21721079    130      11   90418       1.1345       0.1283
400682      19   21800852   21839594    299      21   87991      0.96576      0.16708
163227      19   21906417   21950430    221      19   93559       1.4518     0.073281
7594        19   21987751   22034870    165      23   91078       1.2382      0.10781
7757        19   22148897   22193745    169      15   90184     -0.69196      0.75552
113835      19   22235126   22274276    214      11   96309      -1.0503       0.8532
163223      19   22361903   22379753     63       8   92593     -0.64361      0.74009
100287226   19   22469252   22499978     61      14   84271    -0.023791      0.50949
148198      19   22573899   22605148    101       9   82030      0.96717      0.16673
57615       19   22817126   22850472    222       6   88369     0.064895      0.47413
7652        19   22934985   22966973    167       9   96033        1.537     0.062145
388523      19   23157685   23186010     81       7   89748      -0.7847      0.78368
100129543   19   23299777   23330014     70      13   83049     -0.20123      0.57974
7644        19   23540498   23578269    135      13   91023     -0.48872      0.68748
171392      19   23835583   23870036     83      11   86558    -0.090333      0.53599
148213      19   23921997   23941693     42      11   84445      -0.4321      0.66716
9534        19   24014991   24312770   1268      36   86823     -0.97664      0.83563
101929206   19   24015249   24016066      2       1  103176      -1.9925      0.97684
730087      19   24097684   24116769     71      15   86151     -0.22608      0.58943
7386        19   29698167   29704136     24       8   83307       1.7045     0.044146
342865      19   30017491   30055458    223      36   86103      -0.2267      0.58967
10775       19   30097170   30108162     60      15   87435     -0.13574      0.55399
79156       19   30156327   30166384     36       9   79919     -0.11663      0.54642
83636       19   30189793   30206696     67      16   91865     -0.17968       0.5713
898         19   30302805   30315224     32      13   88408     -0.17234      0.56841
8725        19   30414551   30507519    199      24   85044     -0.12437      0.54949
9745        19   30863328   31048966    602      68   86871      0.84101      0.20017
101927254   19   31640820   31695976    141      17   83882       1.7684     0.038498
57616       19   31765851   31840190    240      53   84934     0.092738      0.46306
100507527   19   32079095   32084456     17       3   91393       0.4036      0.34325
22847       19   32836514   32878573    114      24   86268     -0.18677      0.57408
147991      19   32896655   32976799    226      32   86004       1.1067      0.13422
9141        19   33072071   33078358     24       9   74206      -1.8691      0.96919
84079       19   33087907   33166102    508      21   88951     -0.28424      0.61189
390916      19   33157186   33204702    197      32   93060      -1.1727      0.87954
388531      19   33166313   33169206     17       6   89244     -0.94031      0.82647
91646       19   33210679   33281714    213      25   86619     -0.06285      0.52506
11136       19   33321417   33360683    201      25   94263      -1.8352      0.96677
84902       19   33369904   33462930    493      34   83211      -3.0144      0.99871
91442       19   33463140   33468401     32       9   92643       -2.278      0.98864
85415       19   33469498   33555824    406      39   91953     -0.85877      0.80477
55094       19   33571786   33621318    177      15   88421      0.25999      0.39743
126248      19   33622949   33667830    176      25   90729        -1.67      0.95254
4037        19   33685599   33699773     60      12   95347      -0.3536      0.63818
56301       19   33699570   33716756     62      26   82970      0.26572      0.39523
1050        19   33790840   33793430      5       1  103270      0.60507      0.27256
1054        19   33864575   33873592     21      10   93730        5.684   6.5803e-09
5184        19   33877855   34012799    705      40   93394        3.708   0.00010447
64377       19   34112861   34264414    662      87   88070       1.0736      0.14151
79047       19   34287751   34306666     54      19   90551      0.90342      0.18315
26065       19   34663352   34720420    184      18   87425      0.17866       0.4291
9710        19   34745456   34846471    276      23   83649      0.30374      0.38066
2821        19   34855645   34893318    103      21   84260     -0.13044      0.55189
84306       19   34895300   34917073     61      13   85383     -0.76124      0.77674
10054       19   34919264   34960798    106      20   84172     -0.31601        0.624
126374      19   34972880   34992085     71      16   86923      0.07055      0.47188
284402      19   35084346   35085490      3       2   77966      0.14117      0.44387
55900       19   35168553   35177302     39       9   91052     -0.18738      0.57432
339318      19   35225103   35233774     25      12   86600      -2.4745      0.99333
148103      19   35248979   35264134     36      14   86372      -1.1612      0.87722
90075       19   35417807   35436076     98      10   86145       1.4685     0.070986
126375      19   35447078   35455139     35      11   87878      0.06083      0.47575
57655       19   35485688   35517375    136      18   87113     -0.54267      0.70632
6324        19   35521555   35531353     33      11   79557      0.21688      0.41415
3249        19   35531410   35557481     91      16   95699      0.87428      0.19098
5349        19   35606732   35615228     40      10   88211     -0.51889      0.69808
163175      19   35615417   35626178     45       7   87400      0.35398      0.36168
5348        19   35629693   35633959     12       3   70956      0.71301      0.23792
53822       19   35634154   35645205     30      11   75348      0.32867       0.3712
53827       19   35645625   35660788     74      16   88226       1.1099      0.13351
148109      19   35715704   35719628     21       9   88153      -1.5275      0.93668
51599       19   35739290   35758867     74      17   87819      -1.1582      0.87661
7392        19   35759896   35770724     40       7   90828      -0.6603      0.74547
57817       19   35773410   35776046      8       4   74865      0.60116      0.27387
4099        19   35782989   35804710     72      23   79638     -0.53495      0.70366
933         19   35820069   35838264    105      34   87249       1.8721     0.030598
2864        19   35841645   35844764     19      11   63535    -0.049605      0.51978
2865        19   35849249   35851391      6       3   64417       2.2368     0.012651
2867        19   35939185   35942669     11       5   87184      0.99981       0.1587
388533      19   35978226   35981433     12       4  103614       2.3767    0.0087349
93099       19   35988119   36004560     77      22   89233       1.8084     0.035271
374897      19   36014269   36019253     22       7  100908         1.77     0.038366
26330       19   36024314   36036221     44      15   83878       2.7548    0.0029366
10430       19   36036502   36038429      7       5   88771        2.829    0.0023343
495         19   36041095   36054560     38      16   83731       1.9401     0.026182
23354       19   36103646   36116251     31      13   71569      -1.1775       0.8805
79171       19   36119980   36128587     15       5   93704     -0.46133      0.67772
2116        19   36132647   36136007      8       4   77663      -1.3754       0.9155
1340        19   36139125   36149686     32      10   87698     -0.12942      0.55149
11045       19   36157418   36169387     56      11   87942      0.28875      0.38638
27033       19   36195389   36207940     38      14   90055     -0.11172      0.54448
9757        19   36208921   36229781     52      15   86562      0.51759      0.30237
79713       19   36229957   36234075     19       9   81137      -1.0254      0.84741
199746      19   36233428   36236409     12       5   97354     -0.60828       0.7285
55851       19   36236478   36238056      3       2  103614     -0.47736      0.68345
55957       19   36239262   36245420     16       6   87615     -0.11874      0.54726
126393      19   36245467   36247930      2       1   72432     -0.54335      0.70655
148137      19   36249044   36260077     39      14   82555     -0.34835      0.63621
115703      19   36266417   36279724     37       7   89960     -0.76445       0.7777
58510       19   36290892   36304201     34      18   76338     -0.55301      0.70987
4868        19   36316274   36342895     73      25   80645      0.12308      0.45102
84063       19   36342552   36358048     41       6   81476     0.051029      0.47965
333         19   36358806   36370699     25       4   82760     0.071743       0.4714
84807       19   36378854   36393205     43       8   77775      0.24489      0.40327
10870       19   36393382   36395173      7       2   67096      0.36697      0.35682
7305        19   36395303   36399211     20       5   88134      0.57464      0.28277
79414       19   36428022   36436097     20       9   73091      0.60532      0.27248
644096      19   36486090   36487220      2       1  100001       1.3617     0.086639
163183      19   36494002   36499958     15       7   74515       0.6383      0.26164
84964       19   36500022   36505145      7       3   92981      0.28034      0.38961
101927572   19   36505375   36536874     93      23   90345       1.9035      0.02849
25999       19   36505562   36523797     46      19   84927        1.286     0.099227
199745      19   36525886   36545664     64      14   88994       1.9921     0.023178
284403      19   36545783   36596012    190      29   83831       1.2618      0.10351
728361      19   36602105   36604613     11       6   78396     -0.10417      0.54148
5438        19   36604611   36606206      9       5   67997      0.90615      0.18243
1155        19   36605888   36616849     34      11   87754       1.7208     0.042643
826         19   36630918   36641255     36      18   69912     0.020818       0.4917
1346        19   36641824   36643771      6       3   97250       1.4558      0.07273
147929      19   36673187   36705986     92      19   83894       1.1456      0.12597
7705        19   36705504   36729676     94      11   87930       1.7092     0.043707
57677       19   36825355   36870126    118      14   90146       1.0507      0.14671
284406      19   36882861   36909550     76      12   78353       1.7019     0.044383
84924       19   36936021   36980804    131      17   90215      0.67472      0.24993
339324      19   37001589   37019248     51      11   93018      0.49722      0.30952
57711       19   37034517   37096178    157      22   85487     -0.64333      0.73999
84911       19   37096207   37119499     54      14   79705      -0.4461      0.67224
92283       19   37128283   37157740     77      13   89584    -0.080375      0.53203
163081      19   37178466   37212428    120      14   84026      0.10104      0.45976
342892      19   37234380   37263717     92      16   86600      0.60562      0.27238
728485      19   37264020   37267980     12       5   77963      0.58531      0.27917
388536      19   37309224   37341689     61      16   77058       1.7456     0.040442
25850       19   37341260   37384120    144      19   85720      0.64364      0.25991
374899      19   37379026   37407193     96      11   87560       1.9458     0.025839
374900      19   37407231   37488834    432      21   92297       1.2195      0.11133
147923      19   37569319   37621221    170      17   83748      0.90752      0.18207
199704      19   37638340   37663643     80      17   86083       1.5574     0.059683
92285       19   37672481   37701632     60      16   84192       2.8597    0.0021201
163087      19   37708828   37734828     53      14   79521       1.8579     0.031595
284459      19   37825580   37855357     86      17   81120       2.5013    0.0061872
84503       19   37862007   37883967     43      12   87972       2.5311    0.0056851
148266      19   37901778   37960167    126      23   89561       2.1394     0.016202
148268      19   37958463   37976242     29       7   90970       1.9398     0.026203
390927      19   37997323   38034239     88      24   85784        1.289     0.098701
163255      19   38042273   38105080    141      20   90140        2.064     0.019509
51276       19   38055155   38085673     74      13   90810       2.1042     0.017681
22835       19   38123386   38148129     71      18   86039        1.444     0.074373
163115      19   38158650   38183216     70      15   94135       2.1286     0.016645
84775       19   38187264   38210691     65      14   92310       2.1162     0.017165
126231      19   38229203   38270230     99      20   91877      0.94317       0.1728
83889       19   38375213   38397317     56      19   84742       1.2051      0.11409
23094       19   38397525   38699009   1043      61   88916       0.9699      0.16605
8193        19   38701649   38720317     71      16   90720       1.1159      0.13223
94274       19   38741877   38747231     22       6   91147     -0.81013      0.79107
10653       19   38755098   38783254    105      24   86308     -0.99474      0.84007
90522       19   38794200   38806615     40      10   97210     -0.84963      0.80224
64073       19   38794804   38795646      4       2  103614      0.57977      0.28104
9424        19   38810484   38819654     41      11   82387      0.49588      0.30999
57828       19   38826443   38861589    138      22   91405      0.50286      0.30753
5714        19   38865190   38874464     38      11   81822      0.15856      0.43701
199720      19   38874992   38879096     17       7   74917       1.2122      0.11272
399473      19   38880840   38890524     39       6   89406       0.9161      0.17981
147965      19   38893775   38899728     35       5   90758      0.90677      0.18227
115727      19   38899695   38916945     66      17   87001      0.13642      0.44575
6261        19   38924340   39078204    626      50   88561     -0.72188      0.76482
11184       19   39078281   39108643    100      18   73499       1.1758      0.11985
27335       19   39109722   39127595     25       7   89718      0.30784       0.3791
81          19   39138256   39221336    333      25   86141      0.47328      0.31801
147968      19   39220832   39235114     65      10   84443     -0.12479      0.54966
3963        19   39261608   39264157      4       2   47405     -0.89276      0.81401
653499      19   39279850   39282394      7       3   84869       2.0526     0.020055
3960        19   39292311   39303740     42      14   89154       2.2661     0.011723
1891        19   39306062   39322497     58      13   85836       1.6153      0.05312
3191        19   39327028   39342979     37      10   87382       1.7818     0.037389
126432      19   39358470   39368919     29      10   82709       1.6153     0.053123
22933       19   39369195   39390502     61      19   84885       2.3852    0.0085356
4793        19   39390340   39399534     31       9   90916       2.6772    0.0037121
643669      19   39399620   39402798     11       5   77537       2.9971    0.0013627
54938       19   39405904   39421536     70      15   74828       2.4153    0.0078616
6183        19   39421348   39423660     10       3   36416      0.85328      0.19675
115290      19   39432041   39466453    135      24   85831       2.9059    0.0018308
126433      19   39514661   39523198     37       9   86983       1.3368     0.090648
390928      19   39574945   39602129    151      19   81345      0.91182      0.18093
10298       19   39616417   39670046    223      33   77676       1.9436     0.025969
342897      19   39687604   39692522     13       3   89902      0.85928      0.19509
342898      19   39693562   39694906      4       1   60314     0.078583      0.46868
282617      19   39734272   39735916     12       5   70243       1.6277     0.051792
101180976   19   39736954   39739496     16       4   87607       1.3639     0.086306
282616      19   39759157   39760732      9       4   72823       2.6825    0.0036535
282618      19   39786965   39789312      5       3   95904       2.7379    0.0030917
57622       19   39797457   39806740     19       7   77144       2.8577    0.0021335
9535        19   39818999   39826726     23       6   82424       2.4286    0.0075785
55095       19   39833108   39876340    143      21   82518       2.8183    0.0024142
54623       19   39876269   39881835     14       5   78574        1.865     0.031089
55588       19   39881893   39891203     30       7   86480      0.99211      0.16057
7538        19   39897487   39900052      4       2   63576      -1.0509      0.85335
64857       19   39903222   39919055     57      17   81451       3.3281   0.00043717
6217        19   39923847   39926660     15       3  101126        3.736   9.3477e-05
6829        19   39936186   39967310    131      18   86096       4.1739   1.4973e-05
92609       19   39971052   39981528     37      12   79266       3.8153   6.8013e-05
10683       19   39989557   39999121     36       6   85284       2.4575    0.0069944
348303      19   40005753   40011326     25      14   61740       2.0138     0.022015
126272      19   40021630   40023494      8       5   62194      0.57821      0.28156
163126      19   40029446   40030838      6       3   73155      0.88611      0.18778
29124       19   40093169   40098114     15      10   63364     -0.22055      0.58728
148003      19   40146558   40151287     11       4   91107    -0.068842      0.52744
56891       19   40194946   40200088     25      13   74817       1.9994     0.022781
1178        19   40221893   40228669     61       5   90314       1.0021      0.15814
342900      19   40267234   40276775     25      10   81109      -0.7734      0.78036
9149        19   40315990   40324841     25      10   85955      0.13965      0.44447
2091        19   40325093   40337054     27       7   94307      -0.7567      0.77539
8857        19   40353963   40440910    311      39   76447      0.52099      0.30119
5704        19   40476912   40487671     39       9   84658       -1.413      0.92117
339327      19   40502943   40523514     66       9   82078     -0.66549      0.74713
163131      19   40534167   40562125    103      13   64751      -1.1355      0.87191
284323      19   40575059   40596845    112      14   81534      -1.0192      0.84595
4294        19   40697504   40721487     55      16   71652       1.4573      0.07251
148014      19   40721965   40724306      7       4   73011      0.86708      0.19295
79935       19   40728115   40732674     15       9   63774       1.6152      0.05313
208         19   40736224   40791443    181      31   69109      0.60823      0.27152
126526      19   40826967   40854434     91      19   80434      0.80405      0.21068
23646       19   40854302   40884392    109      30   78929      0.49696      0.30961
147746      19   40885178   40896094     31      10   76392       0.4638       0.3214
57716       19   40899671   40919279     47      16   74851       1.5888     0.056049
29950       19   40928408   40931932     11       4   83353        1.642     0.050294
29946       19   40946748   40950282     21       6   87319       1.7754      0.03792
645         19   40953691   40971725     88      18   74991       1.8006     0.035886
57731       19   40973050   41082365    346      56   85364      -2.1024      0.98224
92799       19   41082757   41097305     61      16   79348     -0.54291       0.7064
8425        19   41099072   41135725    140      21   84537      0.46814      0.31984
9253        19   41171810   41196556     87      19   91485      0.88345       0.1885
79934       19   41197434   41222790     82      18   87413      0.43975      0.33006
80271       19   41222885   41246765     82      17   82694      0.41487      0.33912
284325      19   41246761   41256533     37      10   91829     0.013536       0.4946
6626        19   41256725   41271297     44      14   85334     -0.38305      0.64916
8190        19   41281082   41283398      9       2   95291      -0.5878      0.72167
53916       19   41283670   41302849     81      18   87175      0.73935      0.22985
112398      19   41305048   41314346     33      12   87102      0.79733      0.21263
1548        19   41349441   41356360     42      11   81391      0.12316      0.45099
1549        19   41381344   41388657     89       9   91627      0.85889       0.1952
1555        19   41497138   41524308    171      23   84911       1.1878      0.11745
